"","norms","count","words","length"
"29098","eilnnw",2,"winnle",6
"29102","eilnoopsss",2,"poisonless",10
"29103","eilnoopsss",2,"solenopsis",10
"29104","eilnoorstu",2,"resolution",10
"29105","eilnoorstu",2,"solutioner",10
"29106","eilnoost",2,"leonotis",8
"29107","eilnoost",2,"oilstone",8
"29108","eilnop",2,"pinole",6
"29109","eilnop",2,"pleion",6
"29110","eilnoprsu",2,"prelusion",9
"29111","eilnoprsu",2,"repulsion",9
"29112","eilnoprt",2,"pointrel",8
"29113","eilnoprt",2,"terpinol",8
"29114","eilnops",2,"epsilon",7
"29115","eilnops",2,"sinople",7
"29119","eilnoptt",2,"pentitol",8
"29120","eilnoptt",2,"pointlet",8
"29124","eilnors",2,"resinol",7
"29125","eilnors",2,"serolin",7
"29126","eilnorssuy",2,"neurolysis",10
"29127","eilnorssuy",2,"resinously",10
"29128","eilnortt",2,"interlot",8
"29129","eilnortt",2,"trotline",8
"29134","eilnost",2,"leonist",7
"29135","eilnost",2,"onliest",7
"29136","eilnosu",2,"elusion",7
"29137","eilnosu",2,"luiseno",7
"29138","eilnot",2,"entoil",6
"29139","eilnot",2,"lionet",6
"29140","eilnotu",2,"elution",7
"29141","eilnotu",2,"outline",7
"29142","eilnotxy",2,"xylitone",8
"29143","eilnotxy",2,"xylonite",8
"29144","eilnpp",2,"lippen",6
"29145","eilnpp",2,"nipple",6
"29146","eilnpruy",2,"pyruline",8
"29147","eilnpruy",2,"unripely",8
"29148","eilnps",2,"spinel",6
"29149","eilnps",2,"spline",6
"29153","eilnpuv",2,"pluvine",7
"29154","eilnpuv",2,"vulpine",7
"29158","eilnrtt",2,"lettrin",7
"29159","eilnrtt",2,"trintle",7
"29167","eilnssu",2,"insulse",7
"29168","eilnssu",2,"silenus",7
"29173","eilnsvy",2,"snively",7
"29174","eilnsvy",2,"sylvine",7
"29175","eilnsy",2,"linsey",6
"29176","eilnsy",2,"lysine",6
"29177","eilnt",2,"inlet",5
"29178","eilnt",2,"linet",5
"29179","eilntt",2,"litten",6
"29180","eilntt",2,"tinlet",6
"29181","eilntu",2,"lutein",6
"29182","eilntu",2,"untile",6
"29183","eilnty",2,"lenity",6
"29184","eilnty",2,"yetlin",6
"29188","eilnv",2,"levin",5
"29189","eilnv",2,"liven",5
"29190","eilooprssty",2,"elytroposis",11
"29191","eilooprssty",2,"proteolysis",11
"29192","eiloorst",2,"oestriol",8
"29193","eiloorst",2,"rosolite",8
"29194","eiloosty",2,"oleosity",8
"29195","eiloosty",2,"otiosely",8
"29196","eiloot",2,"lootie",6
"29197","eiloot",2,"oolite",6
"29198","eiloppty",2,"lipotype",8
"29199","eiloppty",2,"polypite",8
"29200","eiloprs",2,"leporis",7
"29201","eiloprs",2,"spoiler",7
"29202","eiloprss",2,"leprosis",8
"29203","eiloprss",2,"plerosis",8
"29204","eiloprssty",2,"peristylos",10
"29205","eiloprssty",2,"pterylosis",10
"29206","eiloprsu",2,"perilous",8
"29207","eiloprsu",2,"uropsile",8
"29211","eiloprsv",2,"overslip",8
"29212","eiloprsv",2,"slipover",8
"29213","eilopsst",2,"polistes",8
"29214","eilopsst",2,"telopsis",8
"29215","eilopssu",2,"epulosis",8
"29216","eilopssu",2,"pelusios",8
"29220","eilors",2,"elisor",6
"29221","eilors",2,"resoil",6
"29222","eilorst",2,"estriol",7
"29223","eilorst",2,"torsile",7
"29230","eilortty",2,"toiletry",8
"29231","eilortty",2,"tyrolite",8
"29238","eilotv",2,"olivet",6
"29239","eilotv",2,"violet",6
"29243","eilppr",2,"lipper",6
"29244","eilppr",2,"ripple",6
"29245","eilpprsu",2,"periplus",8
"29246","eilpprsu",2,"supplier",8
"29250","eilpprtu",2,"pulpiter",8
"29251","eilpprtu",2,"repulpit",8
"29259","eilprstt",2,"splitter",8
"29260","eilprstt",2,"striplet",8
"29261","eilprt",2,"tripel",6
"29262","eilprt",2,"triple",6
"29267","eilpsst",2,"pitless",7
"29268","eilpsst",2,"tipless",7
"29269","eilpst",2,"pistle",6
"29270","eilpst",2,"stipel",6
"29271","eilpsu",2,"epulis",6
"29272","eilpsu",2,"pileus",6
"29273","eilqsu",2,"quiles",6
"29274","eilqsu",2,"quisle",6
"29278","eilrss",2,"rissel",6
"29279","eilrss",2,"rissle",6
"29280","eilrst",2,"lister",6
"29281","eilrst",2,"relist",6
"29286","eilrsttz",2,"strelitz",8
"29287","eilrsttz",2,"streltzi",8
"29288","eilrsv",2,"silver",6
"29289","eilrsv",2,"sliver",6
"29290","eilrsvy",2,"silvery",7
"29291","eilrsvy",2,"slivery",7
"29292","eilrt",2,"liter",5
"29293","eilrt",2,"tiler",5
"29297","eilrtty",2,"littery",7
"29298","eilrtty",2,"tritely",7
"29299","eilrty",2,"tilery",6
"29300","eilrty",2,"tilyer",6
"29305","eilrvy",2,"livery",6
"29306","eilrvy",2,"verily",6
"29314","eilstty",2,"stylite",7
"29315","eilstty",2,"testily",7
"29316","eilstvy",2,"levyist",7
"29317","eilstvy",2,"sylvite",7
"29318","eilsv",2,"levis",5
"29319","eilsv",2,"slive",5
"29320","eilsw",2,"lewis",5
"29321","eilsw",2,"swile",5
"29326","eiltu",2,"luite",5
"29327","eiltu",2,"utile",5
"29334","eimm",2,"emim",4
"29335","eimm",2,"mime",4
"29336","eimmnoors",2,"monroeism",9
"29337","eimmnoors",2,"semimoron",9
"29344","eimmz",2,"zemmi",5
"29345","eimmz",2,"zimme",5
"29349","eimnnoot",2,"entomion",8
"29350","eimnnoot",2,"noontime",8
"29351","eimnnopt",2,"imponent",8
"29352","eimnnopt",2,"pimenton",8
"29353","eimnoorrt",2,"interroom",9
"29354","eimnoorrt",2,"remontoir",9
"29355","eimnoot",2,"emotion",7
"29356","eimnoot",2,"moonite",7
"29357","eimnoprtu",2,"entropium",9
"29358","eimnoprtu",2,"importune",9
"29359","eimnopt",2,"emption",7
"29360","eimnopt",2,"pimento",7
"29361","eimnorsst",2,"monitress",9
"29362","eimnorsst",2,"sermonist",9
"29363","eimnorstt",2,"sortiment",9
"29364","eimnorstt",2,"trimstone",9
"29365","eimnorsty",2,"myristone",9
"29366","eimnorsty",2,"smyrniote",9
"29367","eimnorsu",2,"inermous",8
"29368","eimnorsu",2,"monsieur",8
"29373","eimnost",2,"mistone",7
"29374","eimnost",2,"moisten",7
"29375","eimnosw",2,"owenism",7
"29376","eimnosw",2,"winsome",7
"29377","eimnr",2,"inerm",5
"29378","eimnr",2,"miner",5
"29379","eimnrstu",2,"numerist",8
"29380","eimnrstu",2,"terminus",8
"29381","eimnrsu",2,"neurism",7
"29382","eimnrsu",2,"semiurn",7
"29386","eimnrtu",2,"minuter",7
"29387","eimnrtu",2,"unmiter",7
"29388","eimnru",2,"murine",6
"29389","eimnru",2,"nerium",6
"29390","eimnsssu",2,"sensuism",8
"29391","eimnsssu",2,"senusism",8
"29392","eimnt",2,"temin",5
"29393","eimnt",2,"timne",5
"29394","eimntu",2,"minuet",6
"29395","eimntu",2,"minute",6
"29396","eimo",2,"meio",4
"29397","eimo",2,"oime",4
"29398","eimooprstu",2,"outpromise",10
"29399","eimooprstu",2,"peritomous",10
"29400","eimoprrs",2,"primrose",8
"29401","eimoprrs",2,"promiser",8
"29408","eimoprst",2,"imposter",8
"29409","eimoprst",2,"tripsome",8
"29410","eimoprsu",2,"imposure",8
"29411","eimoprsu",2,"premious",8
"29412","eimors",2,"isomer",6
"29413","eimors",2,"rimose",6
"29417","eimorstu",2,"moisture",8
"29418","eimorstu",2,"semitour",8
"29419","eimortv",2,"revomit",7
"29420","eimortv",2,"vomiter",7
"29421","eimoty",2,"moiety",6
"29422","eimoty",2,"moyite",6
"29426","eimprtu",2,"imputer",7
"29427","eimprtu",2,"trumpie",7
"29428","eimpru",2,"impure",6
"29429","eimpru",2,"umpire",6
"29430","eimpstu",2,"impetus",7
"29431","eimpstu",2,"upsmite",7
"29442","eimrssu",2,"misuser",7
"29443","eimrssu",2,"surmise",7
"29447","eimrsv",2,"verism",6
"29448","eimrsv",2,"vermis",6
"29454","eimrx",2,"mixer",5
"29455","eimrx",2,"remix",5
"29459","eimss",2,"seism",5
"29460","eimss",2,"semis",5
"29461","eimsst",2,"misset",6
"29462","eimsst",2,"tmesis",6
"29467","eimsu",2,"iseum",5
"29468","eimsu",2,"musie",5
"29473","einno",2,"inone",5
"29474","einno",2,"oenin",5
"29475","einnooprst",2,"portension",10
"29476","einnooprst",2,"protension",10
"29480","einnorsssuu",2,"ruinousness",11
"29481","einnorsssuu",2,"urinousness",11
"29482","einnort",2,"intoner",7
"29483","einnort",2,"ternion",7
"29484","einnoss",2,"neossin",7
"29485","einnoss",2,"sension",7
"29486","einnost",2,"stenion",7
"29487","einnost",2,"tension",7
"29488","einnot",2,"intone",6
"29489","einnot",2,"tenino",6
"29493","einnpt",2,"pinnet",6
"29494","einnpt",2,"tenpin",6
"29495","einnr",2,"inner",5
"29496","einnr",2,"renin",5
"29497","einnrt",2,"intern",6
"29498","einnrt",2,"tinner",6
"29506","einnt",2,"innet",5
"29507","einnt",2,"tinne",5
"29508","einntt",2,"intent",6
"29509","einntt",2,"tinnet",6
"29510","einntu",2,"ineunt",6
"29511","einntu",2,"untine",6
"29512","einooopprrrt",2,"proportioner",12
"29513","einooopprrrt",2,"reproportion",12
"29514","einoopprt",2,"preoption",9
"29515","einoopprt",2,"protopine",9
"29516","einooprrt",2,"portioner",9
"29517","einooprrt",2,"reportion",9
"29518","einoossst",2,"enostosis",9
"29519","einoossst",2,"sootiness",9
"29520","einoppr",2,"piperno",7
"29521","einoppr",2,"propine",7
"29525","einoprrstuy",2,"neurotripsy",11
"29526","einoprrstuy",2,"tripyrenous",11
"29535","einoprtu",2,"eruption",8
"29536","einoprtu",2,"unitrope",8
"29537","einops",2,"espino",6
"29538","einops",2,"sepion",6
"29539","einor",2,"irone",5
"29540","einor",2,"norie",5
"29544","einorsss",2,"insessor",8
"29545","einorsss",2,"rosiness",8
"29546","einorssu",2,"neurosis",8
"29547","einorssu",2,"resinous",8
"29548","einorst",2,"oestrin",7
"29549","einorst",2,"tersion",7
"29550","einorstt",2,"ortstein",8
"29551","einorstt",2,"tenorist",8
"29552","einorstu",2,"rutinose",8
"29553","einorstu",2,"tursenoi",8
"29554","einorsty",2,"tyrosine",8
"29555","einorsty",2,"tyrsenoi",8
"29556","einort",2,"norite",6
"29557","einort",2,"orient",6
"29558","einortu",2,"routine",7
"29559","einortu",2,"tueiron",7
"29560","einos",2,"eosin",5
"29561","einos",2,"noise",5
"29562","einoss",2,"essoin",6
"29563","einoss",2,"ossein",6
"29564","einossst",2,"sisseton",8
"29565","einossst",2,"stenosis",8
"29566","einossu",2,"sinuose",7
"29567","einossu",2,"suiones",7
"29568","einost",2,"nesiot",6
"29569","einost",2,"ostein",6
"29573","einosw",2,"nowise",6
"29574","einosw",2,"snowie",6
"29575","einp",2,"pien",4
"29576","einp",2,"pine",4
"29577","einpprs",2,"nippers",7
"29578","einpprs",2,"snipper",7
"29579","einppst",2,"snippet",7
"29580","einppst",2,"stippen",7
"29585","einprrt",2,"printer",7
"29586","einprrt",2,"reprint",7
"29590","einprt",2,"nipter",6
"29591","einprt",2,"terpin",6
"29595","einpry",2,"pernyi",6
"29596","einpry",2,"pinery",6
"29600","einpst",2,"instep",6
"29601","einpst",2,"spinet",6
"29602","einpsu",2,"puisne",6
"29603","einpsu",2,"supine",6
"29604","einpt",2,"inept",5
"29605","einpt",2,"pinte",5
"29606","einqsu",2,"quinse",6
"29607","einqsu",2,"sequin",6
"29608","einquz",2,"quinze",6
"29609","einquz",2,"zequin",6
"29627","einrstu",2,"intruse",7
"29628","einrstu",2,"sturine",7
"29632","einrsy",2,"resiny",6
"29633","einrsy",2,"sireny",6
"29639","einrtt",2,"nitter",6
"29640","einrtt",2,"tinter",6
"29641","einrttw",2,"twinter",7
"29642","einrttw",2,"written",7
"29647","einrtv",2,"invert",6
"29648","einrtv",2,"virent",6
"29649","einrtw",2,"twiner",6
"29650","einrtw",2,"winter",6
"29651","einru",2,"inure",5
"29652","einru",2,"urine",5
"29653","einrv",2,"riven",5
"29654","einrv",2,"viner",5
"29655","einrw",2,"rewin",5
"29656","einrw",2,"winer",5
"29666","einswy",2,"sinewy",6
"29667","einswy",2,"swiney",6
"29672","eintty",2,"entity",6
"29673","eintty",2,"tinety",6
"29677","einu",2,"niue",4
"29678","einu",2,"unie",4
"29679","einv",2,"vein",4
"29680","einv",2,"vine",4
"29681","einwz",2,"winze",5
"29682","einwz",2,"wizen",5
"29683","einz",2,"inez",4
"29684","einz",2,"zein",4
"29685","eioopprrstu",2,"peritropous",11
"29686","eioopprrstu",2,"proprietous",11
"29687","eiooprrst",2,"posterior",9
"29688","eiooprrst",2,"repositor",9
"29689","eiooprst",2,"isotrope",8
"29690","eiooprst",2,"portoise",8
"29698","eioprtv",2,"overtip",7
"29699","eioprtv",2,"pivoter",7
"29700","eiorrst",2,"roister",7
"29701","eiorrst",2,"storier",7
"29702","eiorrstv",2,"overstir",8
"29703","eiorrstv",2,"servitor",8
"29704","eiors",2,"osier",5
"29705","eiors",2,"serio",5
"29706","eiorsst",2,"rossite",7
"29707","eiorsst",2,"sorites",7
"29712","eiorstuv",2,"virtuose",8
"29713","eiorstuv",2,"vitreous",8
"29714","eiorsv",2,"rivose",6
"29715","eiorsv",2,"virose",6
"29716","eiost",2,"sotie",5
"29717","eiost",2,"toise",5
"29718","eiostv",2,"soviet",6
"29719","eiostv",2,"sovite",6
"29720","eipprt",2,"rippet",6
"29721","eipprt",2,"tipper",6
"29722","eipqu",2,"equip",5
"29723","eipqu",2,"pique",5
"29727","eiprr",2,"prier",5
"29728","eiprr",2,"riper",5
"29729","eiprrs",2,"risper",6
"29730","eiprrs",2,"sprier",6
"29731","eiprrst",2,"restrip",7
"29732","eiprrst",2,"striper",7
"29733","eiprrsu",2,"siruper",7
"29734","eiprrsu",2,"upriser",7
"29738","eiprsst",2,"persist",7
"29739","eiprsst",2,"spriest",7
"29744","eiprstt",2,"spitter",7
"29745","eiprstt",2,"tipster",7
"29746","eiprstuv",2,"spurtive",8
"29747","eiprstuv",2,"upstrive",8
"29748","eiprsty",2,"pyrites",7
"29749","eiprsty",2,"sperity",7
"29753","eips",2,"pise",4
"29754","eips",2,"sipe",4
"29755","eipsss",2,"sepsis",6
"29756","eipsss",2,"speiss",6
"29760","eipt",2,"piet",4
"29761","eipt",2,"tipe",4
"29762","eiqrstu",2,"querist",7
"29763","eiqrstu",2,"squiret",7
"29764","eiqrsu",2,"risque",6
"29765","eiqrsu",2,"squire",6
"29766","eiqtu",2,"quiet",5
"29767","eiqtu",2,"quite",5
"29768","eir",2,"ire",3
"29769","eir",2,"rie",3
"29770","eirrt",2,"tirer",5
"29771","eirrt",2,"trier",5
"29772","eirrw",2,"wirer",5
"29773","eirrw",2,"wrier",5
"29782","eirssu",2,"issuer",6
"29783","eirssu",2,"uresis",6
"29784","eirsttw",2,"retwist",7
"29785","eirsttw",2,"twister",7
"29786","eirstu",2,"isuret",6
"29787","eirstu",2,"resuit",6
"29788","eirstuv",2,"revuist",7
"29789","eirstuv",2,"stuiver",7
"29793","eirsw",2,"swire",5
"29794","eirsw",2,"wiser",5
"29803","eirtu",2,"urite",5
"29804","eirtu",2,"uteri",5
"29808","eirtw",2,"twire",5
"29809","eirtw",2,"write",5
"29814","eirvw",2,"wiver",5
"29815","eirvw",2,"wrive",5
"29819","eissu",2,"issue",5
"29820","eissu",2,"susie",5
"29821","eist",2,"seit",4
"29822","eist",2,"site",4
"29823","eistx",2,"exist",5
"29824","eistx",2,"sixte",5
"29825","eittw",2,"tewit",5
"29826","eittw",2,"twite",5
"29827","eiv",2,"vei",3
"29828","eiv",2,"vie",3
"29829","eivw",2,"view",4
"29830","eivw",2,"wive",4
"29831","ejlort",2,"jolter",6
"29832","ejlort",2,"rejolt",6
"29833","ejnoorrsu",2,"resojourn",9
"29834","ejnoorrsu",2,"sojourner",9
"29835","ejtu",2,"jute",4
"29836","ejtu",2,"teju",4
"29837","ekl",2,"elk",3
"29838","ekl",2,"lek",3
"29839","eklo",2,"koel",4
"29840","eklo",2,"loke",4
"29841","ekloor",2,"looker",6
"29842","ekloor",2,"relook",6
"29843","eklot",2,"ketol",5
"29844","eklot",2,"loket",5
"29845","eklps",2,"skelp",5
"29846","eklps",2,"spelk",5
"29847","eklty",2,"kelty",5
"29848","eklty",2,"ketyl",5
"29849","eklu",2,"leuk",4
"29850","eklu",2,"luke",4
"29851","ekly",2,"kyle",4
"29852","ekly",2,"yelk",4
"29853","ekmo",2,"kome",4
"29854","ekmo",2,"moke",4
"29855","ekmors",2,"mosker",6
"29856","ekmors",2,"smoker",6
"29857","eknor",2,"ekron",5
"29858","eknor",2,"krone",5
"29859","eknorst",2,"stonker",7
"29860","eknorst",2,"storken",7
"29867","eknr",2,"kern",4
"29868","eknr",2,"renk",4
"29869","eknrtu",2,"tunker",6
"29870","eknrtu",2,"turken",6
"29871","eknt",2,"kent",4
"29872","eknt",2,"knet",4
"29873","ekoorr",2,"korero",6
"29874","ekoorr",2,"rooker",6
"29875","ekopr",2,"poker",5
"29876","ekopr",2,"proke",5
"29877","ekoprr",2,"porker",6
"29878","ekoprr",2,"proker",6
"29879","ekor",2,"kore",4
"29880","ekor",2,"roke",4
"29881","ekorrw",2,"rework",6
"29882","ekorrw",2,"worker",6
"29883","ekorst",2,"stoker",6
"29884","ekorst",2,"stroke",6
"29885","ekory",2,"rokey",5
"29886","ekory",2,"yoker",5
"29887","ekos",2,"skeo",4
"29888","ekos",2,"soke",4
"29892","ekpu",2,"keup",4
"29893","ekpu",2,"puke",4
"29894","eksy",2,"skey",4
"29895","eksy",2,"skye",4
"29899","ekty",2,"kyte",4
"29900","ekty",2,"tyke",4
"29901","ellmsy",2,"mysell",6
"29902","ellmsy",2,"smelly",6
"29903","ellopr",2,"poller",6
"29904","ellopr",2,"repoll",6
"29905","ellorr",2,"reroll",6
"29906","ellorr",2,"roller",6
"29907","ellorty",2,"tollery",7
"29908","ellorty",2,"trolley",7
"29909","ellostu",2,"outsell",7
"29910","ellostu",2,"sellout",7
"29911","ellovy",2,"lovely",6
"29912","ellovy",2,"volley",6
"29913","ellw",2,"llew",4
"29914","ellw",2,"well",4
"29915","elm",2,"elm",3
"29916","elm",2,"mel",3
"29920","elmnorss",2,"mornless",8
"29921","elmnorss",2,"normless",8
"29925","elmnoy",2,"lemony",6
"29926","elmnoy",2,"myelon",6
"29927","elmoort",2,"roomlet",7
"29928","elmoort",2,"tremolo",7
"29929","elmopsuu",2,"eumolpus",8
"29930","elmopsuu",2,"plumeous",8
"29931","elmor",2,"moler",5
"29932","elmor",2,"morel",5
"29933","elmot",2,"metol",5
"29934","elmot",2,"motel",5
"29935","elmppu",2,"peplum",6
"29936","elmppu",2,"pumple",6
"29941","elmptu",2,"lumpet",6
"29942","elmptu",2,"plumet",6
"29943","elmrty",2,"myrtle",6
"29944","elmrty",2,"termly",6
"29945","elmy",2,"elmy",4
"29946","elmy",2,"yelm",4
"29956","elnoost",2,"enstool",7
"29957","elnoost",2,"olonets",7
"29958","elnop",2,"pelon",5
"29959","elnop",2,"pleon",5
"29960","elnoppstu",2,"pulpstone",9
"29961","elnoppstu",2,"unstopple",9
"29962","elnopt",2,"lepton",6
"29963","elnopt",2,"pentol",6
"29964","elnopy",2,"onlepy",6
"29965","elnopy",2,"openly",6
"29966","elnos",2,"slone",5
"29967","elnos",2,"solen",5
"29971","elnostu",2,"lentous",7
"29972","elnostu",2,"sultone",7
"29976","elnot",2,"lento",5
"29977","elnot",2,"olent",5
"29978","elnovy",2,"lenvoy",6
"29979","elnovy",2,"ovenly",6
"29980","elnpstu",2,"unslept",7
"29981","elnpstu",2,"unspelt",7
"29985","elnpty",2,"pentyl",6
"29986","elnpty",2,"plenty",6
"29987","elnrtu",2,"runlet",6
"29988","elnrtu",2,"turnel",6
"29989","eloopprsy",2,"polyspore",9
"29990","eloopprsy",2,"prosopyle",9
"29991","eloopr",2,"looper",6
"29992","eloopr",2,"pooler",6
"29993","eloorstu",2,"outsoler",8
"29994","eloorstu",2,"torulose",8
"29999","eloortt",2,"rootlet",7
"30000","eloortt",2,"tootler",7
"30004","eloppp",2,"poppel",6
"30005","eloppp",2,"popple",6
"30006","elopprstuy",2,"polypterus",10
"30007","elopprstuy",2,"suppletory",10
"30008","elopprt",2,"preplot",7
"30009","elopprt",2,"toppler",7
"30010","elopps",2,"pelops",6
"30011","elopps",2,"peplos",6
"30012","eloppt",2,"loppet",6
"30013","eloppt",2,"topple",6
"30014","eloppu",2,"poulpe",6
"30015","eloppu",2,"pupelo",6
"30016","elopr",2,"loper",5
"30017","elopr",2,"poler",5
"30018","eloprrsuy",2,"prelusory",9
"30019","eloprrsuy",2,"repulsory",9
"30020","eloprs",2,"sloper",6
"30021","eloprs",2,"splore",6
"30022","eloprss",2,"plessor",7
"30023","eloprss",2,"preloss",7
"30027","eloprt",2,"petrol",6
"30028","eloprt",2,"replot",6
"30029","eloprtt",2,"plotter",7
"30030","eloprtt",2,"portlet",7
"30031","eloprtu",2,"plouter",7
"30032","eloprtu",2,"poulter",7
"30033","eloprvy",2,"overply",7
"30034","eloprvy",2,"plovery",7
"30035","eloprw",2,"plower",6
"30036","eloprw",2,"replow",6
"30043","elopsstuu",2,"pustulose",9
"30044","elopsstuu",2,"stupulose",9
"30045","elopty",2,"peyotl",6
"30046","elopty",2,"poetly",6
"30047","elopu",2,"epulo",5
"30048","elopu",2,"loupe",5
"30056","elorssttu",2,"troutless",9
"30057","elorssttu",2,"tutorless",9
"30063","elorstt",2,"settlor",7
"30064","elorstt",2,"slotter",7
"30065","elorstuy",2,"elytrous",8
"30066","elorstuy",2,"urostyle",8
"30067","elorsuy",2,"elusory",7
"30068","elorsuy",2,"yoursel",7
"30081","eloruv",2,"louver",6
"30082","eloruv",2,"louvre",6
"30083","elorvy",2,"overly",6
"30084","elorvy",2,"volery",6
"30095","eloss",2,"loess",5
"30096","eloss",2,"soles",5
"30097","elossty",2,"systole",7
"30098","elossty",2,"toyless",7
"30099","elost",2,"slote",5
"30100","elost",2,"stole",5
"30104","elosty",2,"tolsey",6
"30105","elosty",2,"tylose",6
"30106","elosu",2,"eusol",5
"30107","elosu",2,"louse",5
"30108","elosw",2,"sowel",5
"30109","elosw",2,"sowle",5
"30110","elosxy",2,"lyxose",6
"30111","elosxy",2,"xylose",6
"30115","elottu",2,"outlet",6
"30116","elottu",2,"tutelo",6
"30117","elotw",2,"owlet",5
"30118","elotw",2,"towel",5
"30123","elovw",2,"vowel",5
"30124","elovw",2,"wolve",5
"30125","elppru",2,"pulper",6
"30126","elppru",2,"purple",6
"30127","elppsu",2,"peplus",6
"30128","elppsu",2,"supple",6
"30129","elprru",2,"purler",6
"30130","elprru",2,"purrel",6
"30134","elprty",2,"peltry",6
"30135","elprty",2,"pertly",6
"30136","elpry",2,"plyer",5
"30137","elpry",2,"reply",5
"30141","elpstuu",2,"pluteus",7
"30142","elpstuu",2,"pustule",7
"30143","elpsu",2,"lepus",5
"30144","elpsu",2,"pulse",5
"30149","elr",2,"ler",3
"30150","elr",2,"rel",3
"30151","elrru",2,"lurer",5
"30152","elrru",2,"ruler",5
"30153","elrsttu",2,"slutter",7
"30154","elrsttu",2,"trustle",7
"30160","elru",2,"lure",4
"30161","elru",2,"rule",4
"30162","elry",2,"lyre",4
"30163","elry",2,"rely",4
"30164","elst",2,"lest",4
"30165","elst",2,"selt",4
"30166","elsu",2,"lues",4
"30167","elsu",2,"slue",4
"30168","elsw",2,"slew",4
"30169","elsw",2,"wels",4
"30170","elsy",2,"lyse",4
"30171","elsy",2,"sley",4
"30172","elt",2,"elt",3
"30173","elt",2,"let",3
"30174","eltt",2,"lett",4
"30175","eltt",2,"telt",4
"30176","eltu",2,"lute",4
"30177","eltu",2,"tule",4
"30178","eltwy",2,"tewly",5
"30179","eltwy",2,"wetly",5
"30183","elux",2,"luxe",4
"30184","elux",2,"ulex",4
"30185","ely",2,"ley",3
"30186","ely",2,"lye",3
"30187","em",2,"em",2
"30188","em",2,"me",2
"30189","emm",2,"emm",3
"30190","emm",2,"mem",3
"30191","emmnno",2,"memnon",6
"30192","emmnno",2,"mennom",6
"30193","emmnoootty",2,"entomotomy",10
"30194","emmnoootty",2,"omentotomy",10
"30195","emmnooottyy",2,"myotenotomy",11
"30196","emmnooottyy",2,"tenomyotomy",11
"30197","emmnoostu",2,"mesonotum",9
"30198","emmnoostu",2,"momentous",9
"30199","emmnorsu",2,"resummon",8
"30200","emmnorsu",2,"summoner",8
"30201","emmnot",2,"moment",6
"30202","emmnot",2,"montem",6
"30203","emmo",2,"memo",4
"30204","emmo",2,"mome",4
"30205","emmrrruu",2,"murmurer",8
"30206","emmrrruu",2,"remurmur",8
"30210","emnoorsu",2,"enormous",8
"30211","emnoorsu",2,"unmorose",8
"30221","emnost",2,"montes",6
"30222","emnost",2,"ostmen",6
"30223","emnosu",2,"nomeus",6
"30224","emnosu",2,"unsome",6
"30225","emnouy",2,"eunomy",6
"30226","emnouy",2,"euonym",6
"30227","emnov",2,"novem",5
"30228","emnov",2,"venom",5
"30229","emnoy",2,"money",5
"30230","emnoy",2,"moyen",5
"30231","emooprt",2,"promote",7
"30232","emooprt",2,"protome",7
"30233","emoorr",2,"romero",6
"30234","emoorr",2,"roomer",6
"30235","emoosty",2,"myosote",7
"30236","emoosty",2,"toysome",7
"30244","emoprst",2,"pomster",7
"30245","emoprst",2,"stomper",7
"30246","emoprt",2,"emptor",6
"30247","emoprt",2,"trompe",6
"30248","emopy",2,"myope",5
"30249","emopy",2,"pomey",5
"30254","emorrt",2,"termor",6
"30255","emorrt",2,"tremor",6
"30256","emorrw",2,"merrow",6
"30257","emorrw",2,"wormer",6
"30266","emorssu",2,"osmerus",7
"30267","emorssu",2,"smouser",7
"30268","emorstu",2,"oestrum",7
"30269","emorstu",2,"rosetum",7
"30270","emorv",2,"mover",5
"30271","emorv",2,"vomer",5
"30275","emossu",2,"mousse",6
"30276","emossu",2,"smouse",6
"30277","emost",2,"moste",5
"30278","emost",2,"smote",5
"30279","emot",2,"mote",4
"30280","emot",2,"tome",4
"30284","emppru",2,"pumper",6
"30285","emppru",2,"repump",6
"30286","emprstu",2,"stumper",7
"30287","emprstu",2,"sumpter",7
"30288","empstu",2,"septum",6
"30289","empstu",2,"upstem",6
"30290","empt",2,"empt",4
"30291","empt",2,"temp",4
"30298","emrux",2,"murex",5
"30299","emrux",2,"rumex",5
"30300","emssty",2,"mystes",6
"30301","emssty",2,"system",6
"30302","emtu",2,"mute",4
"30303","emtu",2,"tume",4
"30304","emu",2,"emu",3
"30305","emu",2,"ume",3
"30306","emw",2,"mew",3
"30307","emw",2,"wem",3
"30308","en",2,"en",2
"30309","en",2,"ne",2
"30310","enno",2,"neon",4
"30311","enno",2,"none",4
"30312","ennorw",2,"renown",6
"30313","ennorw",2,"wonner",6
"30314","ennossw",2,"nowness",7
"30315","ennossw",2,"ownness",7
"30319","ennosu",2,"nonuse",6
"30320","ennosu",2,"unnose",6
"30321","ennot",2,"nonet",5
"30322","ennot",2,"tenon",5
"30323","ennptu",2,"punnet",6
"30324","ennptu",2,"unpent",6
"30325","ennrstu",2,"stunner",7
"30326","ennrstu",2,"unstern",7
"30330","ennstu",2,"unnest",6
"30331","ennstu",2,"unsent",6
"30335","enooprs",2,"snooper",7
"30336","enooprs",2,"spooner",7
"30337","enooprsttu",2,"notopterus",10
"30338","enooprsttu",2,"portentous",10
"30339","enooprt",2,"porteno",7
"30340","enooprt",2,"protone",7
"30341","enoopstt",2,"potstone",8
"30342","enoopstt",2,"topstone",8
"30346","enoorstu",2,"outsnore",8
